ID;Название товара;Изображение;Новинка;Артикул;Остаток;Цена продажи;Старая цена;Цена закупки;Страна производства;Материал;Размер;Бренд;Количество в упаковке;Штрих-код;Минимальная партия
13831;"Набор из 3-х шт Декор &quot;Олени&quot;";https://site.com/upload/iblock/b95/b9597b92e2c1686361ac1f994f88717d.jpg;1;2004020;2;13800;;6900;Германия;Алюминий;13х10х29см/19х13х37см/28х20х67см;BOLTZE;1;;1
13844;"Декор подвесной &quot;Крылья Ангела&quot; ";https://site.com/upload/iblock/39f/39f74a1e96d121622c03a855fc68b395.jpg;1;470652.022.226;67;1050;;525;Германия;Металл;14,5x1x22,5см+ подвес;POSIWIO;4;;4
13918;"Декор &quot;Ель&quot; в ассортименте ";https://site.com/upload/iblock/f8e/f8e255900223a0cfad660e37eb48ecfe.jpg;1;2016358;24;600;;300;Германия;Полиэстр,дерево;14х7х30см;BOLTZE;12;;2
14711;"Блюдо декоративное &quot;Рога&quot; ";https://site.com/upload/iblock/3df/3dfe9aded5ee4be79a40581779b47561.jpg;1;2015546;6;5580;;2790;Германия;Алюминий;13х12х47см;BOLTZE;1;;1
14755;"Декор &quot;Гриб&quot; в ассортименте";https://site.com/upload/iblock/8f9/8f94b522db9866f3d76acd7ce6409550.jpg;1;2015190;35;674;;337;Германия;Дерево; 5х5х20см;BOLTZE;12;;3
14871;"Декор подвесной &quot;Олень&quot; в ассортименте ";https://site.com/upload/iblock/16d/16d45213dcf06bc6814ff611da0567fa.jpg;1;530697.000.129;34;300;;150;Германия;Алюминий;8,5x10см + 8см подвес;POSIWIO;12;;12
14872;"Панно &quot;Олень&quot; в ассортименте ";https://site.com/upload/iblock/898/898f8d75126c245282931bf9ec242054.jpg;1;2016386;39;600;;300;Германия;МДФ,джут;20х1х30см;BOLTZE;24;;3
14875;"Набор из 3-х шт Декор &quot;Ели&quot; ";https://site.com/upload/iblock/cf4/cf4f5a1f31f0d9eed55e6274cac176db.jpg;1;2015639;37;1380;;690;Германия;МДФ,переработанная бумага,металл;8х25см/10х30см/12х35см;BOLTZE;12;;1
14896;Ветка декоративная в ассортименте ;https://site.com/upload/iblock/0b0/0b0f000f0378e91beb2329f168c2acfb.jpg;1;2016528;12;1520;;760;Германия;Полиэстр;130см;BOLTZE;12;;12
15024;"Набор для эспрессо &quot;Тигр&quot; ";https://site.com/upload/iblock/ca1/ca15e3e4ab9ad6e805413197a9d7bc60.jpg;1;2829;18;2540;;1270;Германия;Фарфор;o10,5см/o6x6см 75ml;HOFF Interieur;6;;1
15042;Ель ;https://site.com/upload/iblock/f1f/f1f3a8f743d9eeb6c1ced62e17f763dd.jpg;1;2015455;4;3940;;1970;Германия;Пластик;40х40х75см;BOLTZE;4;;1
15110;"Декор подвесной &quot;Сердце/Звезда&quot; в ассортименте ";https://site.com/upload/iblock/74e/74e8c30621389331d2c37692bdcf6b2a.jpg;1;570804.000.402;150;320;;160;Германия;Металл;8x8см/10x10см;POSIWIO;12;;12
15369;"Свеча светодиодная &quot;Скарлет&quot; ";https://site.com/upload/iblock/ac3/ac3b07252e62630e6967344ddf0cd55d.jpg;1;1018703;8;1340;;670;Германия;Воск;9х30см;BOLTZE;8;;8
15423;"Набор из 2-х подвесов &quot;Кисть&quot; в ассортименте ";https://site.com/upload/iblock/645/645ffd6075f1f16aa1eb4c396c42fd4d.jpg;1;2015645;50;330;;165;Германия;Полиэстр;4х27см;BOLTZE;24;;3
16223;"Гирлянда &quot;Мухоморы&quot; в ассортименте ";https://site.com/upload/iblock/fb3/fb3382f1b81383a7161904cd0af69cd7.jpg;1;530687.000.449;238;450;;225;Германия;Дерево манго;4,5x44см / 5,5x44см;POSIWIO;8;;8
16425;"Крючок &quot;Рог&quot; ";https://site.com/upload/iblock/665/665648d1ff509296760b770986a53dc4.jpg;1;530899.000.707;12;850;;425;Германия;Металл;13х5,5x13,5см;POSIWIO;4;;4
16539;"Декор &quot;Ель&quot; в ассортименте ";https://site.com/upload/iblock/8a8/8a8270588660b9aa5810d4a9ccebc410.jpg;1;2015151;9;580;;290;Германия;Дерево;6х15см;BOLTZE;24;;6
16840;Ель ;https://site.com/upload/iblock/1f9/1f9b4e8f1ef5fc7029eb0ea7a93d432f.jpg;1;2014784;2;31900;;15950;Германия;Дерево,пластик;100х210см;BOLTZE;1;;1
17055;"Декор &quot;Мухомор&quot; в ассортименте ";https://site.com/upload/iblock/9ec/9ecb167736e980d3748a50276cbf6926.jpg;1;470267.000.449;81;270;;135;Германия;Дерево;4x9,5см/ 5x6,5см;POSIWIO;12;;12
17740;"Подвес &quot;Крыло Ангела&quot; в ассортименте ";https://site.com/upload/iblock/b53/b539f58aa6b1e1ffd7b6a0581c73d194.jpg;1;2015761;6;420;;210;Германия;Полиэстр;13х15см;BOLTZE;36;;6
18257;"Подсвечник &quot;Тигр&quot; в ассортименте ";https://site.com/upload/iblock/755/755b20a345c29c8c96fd0133fb281474.jpg;1;2003666;18;540;;270;Германия;Стекло;10х13см;BOLTZE;12;;2
18410;"Подвес &quot;Бант&quot; в ассортименте ";https://site.com/upload/iblock/091/091187725c387399f62bc9a179f6f036.jpg;1;2016171;77;430;;215;Германия;Полиэстр;17х3х20см;BOLTZE;24;;6
18589;"Декор &quot;Крылья Ангела&quot; ";https://site.com/upload/iblock/036/036cba81ceadc40881e7d7a896d63c65.jpg;1;2015222;4;5740;;2870;Германия;Поликерамика,металл;28х7х38см;BOLTZE;1;;1
18681;"Декор &quot;Крылья Ангела&quot; ";https://site.com/upload/iblock/cd8/cd82e2bcc9638a753d3fee9606104b8d.jpg;1;511473.010.101;23;250;;125;Германия;Металл;10x2x10см;POSIWIO;12;;12
18987;"Набор из 2-х шт Декор &quot;Олень&quot;";https://site.com/upload/iblock/b39/b39a035974e29b7dd9b372125ccc3da3.jpg;1;2005317;5;3380;;1690;Германия;Алюминий; 8х16см/10х21см;BOLTZE;1;;1
19272;"Панно &quot;Олени&quot; в ассортименте ";https://site.com/upload/iblock/aae/aae4857d774ab18b231a2a762b92c8f1.jpg;1;2016390;12;600;;300;Германия;МДФ;20х1х30см;BOLTZE;12;;2
19315;"Декор &quot;Сова&quot; в ассортименте ";https://site.com/upload/iblock/1aa/1aa454ef3d9004badf57eb90b0467e98.jpg;1;2005540;48;350;;175;Германия;Терракота;7х7х9,5см;BOLTZE;6;;6
19382;"Декор подвесной &quot;Сердце&quot; в ассортименте ";https://site.com/upload/iblock/edd/edd4d7d67241ff96f6ecf41c9617bb4a.jpg;1;510203.010.449;69;450;;225;Германия;Металл;10x10см + 8см подвес;POSIWIO;;;6
19609;"Набор из 2-х шт Декор &quot;Ель&quot; ";https://site.com/upload/iblock/959/9595435587efb4394233743defdb2c5e.jpg;1;2004097;6;900;;450;Германия;Дерево манго;6х9см/6х12см;BOLTZE;6;;6
19700;"Декор - Кормушка  &quot;Белка&quot; ";https://site.com/upload/iblock/eeb/eebdf198409dc123cb8a87a0fe76276e.jpg;1;572007.000.802;6;1300;;650;Германия;Металл;25x26см + 20см подвес;POSIWIO;6;;1
19768;"Набор из 3-х шт Декор подвесной &quot;Сердце&quot; ";https://site.com/upload/iblock/0fe/0fe5bd7df6694913e2b20691ec0a3f44.jpg;1;2012381;18;1100;;550;Германия;Металл;15х31см/18х40см/22х50см;BOLTZE;12;;1
19930;"Елочное украшение  &quot;Лиса&quot; ";https://site.com/upload/iblock/045/045f193286f916db7ad71dd490e8d10a.jpg;1;550121.000.720;24;560;;280;Германия;Стекло;5х8,5см;POSIWIO;3;;3
20015;"Декор &quot;Ель&quot; в ассортименте ";https://site.com/upload/iblock/cff/cffb1644269a9d715cde888d6ae7e88f.jpg;1;2014113;38;1050;;525;Германия;Дерево,текстиль;11х7х33см;BOLTZE;12;;2
20044;"Декор подвесной &quot;Ангел&quot; в ассортименте";https://site.com/upload/iblock/144/14486c853c8a48c4a47b46ecf00f69f0.jpg;1;530789.007.110;14;250;;125;Германия;Металл;6,5x6,5см/ 8x8см + 10см подвес;POSIWIO;6;;6
20456;"Набор из 3-х подсвечников &quot;Элора&quot; ";https://site.com/upload/iblock/496/496b3ce2a986dca168a3504ef58ac0ac.jpg;1;2016432;1;5140;;2570;Германия;Стекло;9х20см/9х25см/9х30см;BOLTZE;1;;1
20576;Ель ;https://site.com/upload/iblock/bb9/bb91ba5b3e4fecc663e642d373e6de4c.jpg;1;2015453;1;5540;;2770;Германия;Пластик;45х45х90см;BOLTZE;1;;1
20577;"Набор из 2-х подвесов &quot;Кисть&quot; в ассортименте";https://site.com/upload/iblock/6e5/6e598760bceeacf67e95c8f368eddd5d.jpg;1;2015646;33;330;;165;Германия;Полиэстр; 4х27см;BOLTZE;24;;3
20639;"Декор подвесной &quot;Колокольчик&quot; ";https://site.com/upload/iblock/a0c/a0c77576cf15ca3232f8ed3ac2daef7e.jpg;1;552237.011.846;77;800;;400;Германия;Металл;6,5x11см + 10см подвес;POSIWIO;4;;4
21761;"Набор из 2-х подсвечников &quot;Олени&quot; в ассортименте ";https://site.com/upload/iblock/642/642c9b05f57b4102ee4384b2a60a23b0.jpg;1;2012010;28;1060;;530;Германия;Стекло;7х8см/9х10см;BOLTZE;12;;2
22063;Гаситель для свечей в ассортименте ;https://site.com/upload/iblock/055/0559a61d87809fd52666eebfbbba9319.jpg;1;2014941;81;540;;270;Германия;Алюминий;4х30см;BOLTZE;24;;3
22075;"Декор подвесной &quot;Звезда&quot; в ассортименте";https://site.com/upload/iblock/bb2/bb2dbdba6638be1507ce7593269b24bf.jpg;1;570576.011.358;48;320;;160;Германия;МДФ;11x2x11см + 9см подвес;POSIWIO;12;;12
22229;"Декор подвесной &quot;Звезда&quot; в ассортименте ";https://site.com/upload/iblock/ded/dedbe94aeba105a17488e3120b4a70c2.jpg;1;2014078;24;790;;395;Германия;Переработанная бумага;5х30см;BOLTZE;12;;3
22250;"Декор &quot;С Рождеством&quot; в ассортименте ";https://site.com/upload/iblock/003/0039dfffb401ce4dae9ab767e362b42c.jpg;1;2015834;20;740;;370;Германия;Дерево,текстиль,МДФ,пластик;17х4х19см;BOLTZE;12;;2
22425;"Набор из 2-х подсвечников &quot;Сильвер&quot; ";https://site.com/upload/iblock/e3d/e3d24bbb5f3221de51513250a0b25ba3.jpg;1;2012015;6;2780;;1390;Германия;Стекло;25см/30см;BOLTZE;1;;1
22609;"Гирлянда &quot;Бартон&quot; в ассортименте ";https://site.com/upload/iblock/d5f/d5feccb5d83451f9b53f3e9eb44fc262.jpg;1;4592500;14;2740;;1370;Германия;Стекло;10х10х95см;BOLTZE;2;;2
22660;"Ваза &quot;Альпы&quot; в ассортименте ";https://site.com/upload/iblock/32d/32d6d795c73df65534fced23198b1b6d.jpg;1;2004217;60;480;;240;Германия;Стекло;10х20см;BOLTZE;12;;4
22752;"Декор &quot;Олень&quot; в ассортименте";https://site.com/upload/iblock/c3e/c3ec8d8a9ce815dc897664b9170e318e.jpg;1;2014518;5;1790;;895;Германия;Поликерамика;16х8х22см;BOLTZE;6;;5
23213;"Елочный шар &quot;Нордик&quot; в ассортименте ";https://site.com/upload/iblock/7ff/7ff1dd3a10067b837bf89b12314f97f5.jpg;1;2012120;36;460;;230;Германия;Стекло;8см;BOLTZE;12;;12
23629;"Набор из 3-х шт Декор подвесной &quot;Шотландка&quot; в ассортименте";https://site.com/upload/iblock/fd8/fd8842f637823f48e8503801604a0b5e.jpg;1;2016253;41;680;;340;Германия;Текстиль;3х9см;BOLTZE;12;;2
23696;"Декор &quot;Носок&quot; ";https://site.com/upload/iblock/752/752fe63953e7d09fd94bc961a3718ba3.jpg;1;10028056;21;1390;0;695;Германия;Велюр;25х2х45см;G.WURM;1;;1
23718;"Декор &quot;Домик&quot; в ассортименте ";https://site.com/upload/iblock/204/2041eeab65c60f031560b15bf2bfc84f.jpg;1;2012728;6;860;;430;Германия;Керамика;8х8х12см;BOLTZE;6;;6
23749;"Елочный шар &quot;Золотой жемчуг&quot; в ассортименте ";https://site.com/upload/iblock/202/202776468a435776152ee1219d1bd145.jpg;1;2012073;24;490;;245;Германия;Стекло;8см;BOLTZE;12;;12
23849;"Декор &quot;Олень&quot; в ассортименте ";https://site.com/upload/iblock/e98/e981c660c30df69a10facc69b05491c2.jpg;1;2014397;2;4690;;2345;Германия;Алюминий;22х13х26см;BOLTZE;1;;2
24200;"Декор &quot;Санта&quot; в ассортименте ";https://site.com/upload/iblock/379/379f4ab5c9024b0766edd202e79ae9da.jpg;1;2013044;2;2490;;1245;Германия;Поликерамика;15х10х33см;BOLTZE;2;;2
24312;"Подсвечник &quot;Ель&quot; ";https://site.com/upload/iblock/16f/16f824537b73df5bf797d989304e0a7c.jpg;1;2015399;1;2390;;1195;Германия;Металл;18х21см;BOLTZE;1;;1
24751;"Декор &quot;Дом&quot; ";https://site.com/upload/iblock/cb1/cb1e2639e4e42aada1629383ae2c1a0f.jpg;1;572055.022.802;5;1080;;540;Германия;Металл;12x8x22,5см;POSIWIO;1;;1
24914;"Декор подвесной &quot;Сердце&quot;";https://site.com/upload/iblock/d3c/d3c42030d1ccad78a22c86228d05477b.jpg;1;570147.000.226;33;2450;;1225;Германия;Металл; 39х3х46см + 23см подвес;POSIWIO;;;1
24931;"Подсвечник &quot;Домики&quot; ";https://site.com/upload/iblock/288/2883a95030aa2bbe36876834569e4128.jpg;1;550015.000.802;5;2450;;1225;Германия;Металл;15х9х34см;POSIWIO;6;;1
24962;"Декор &quot;Сердце с крыльями&quot; в ассортименте";https://site.com/upload/iblock/2ae/2aee17bbc89e803e3d0c18827b86c514.jpg;1;550519.000.421;6;1100;;550;Германия;Металл;21x2x25см / 19х1х29см + 11/15см подвес;POSIWIO;;;2
25236;"Декор &quot;Мухомор&quot; в ассортименте ";https://site.com/upload/iblock/9c1/9c117ac60244301475649c70b29584d0.jpg;1;530235.000.364;42;400;;200;Германия;Дерево;6,5x10,5см;POSIWIO;6;;6
25238;"Елочное украшение на клипсе &quot;Роза&quot; в ассортименте ";https://site.com/upload/iblock/537/537a5cdcf60473e329b7c3a3af15868c.jpg;1;2016887;90;500;;250;Германия;Стекло;6х8см;BOLTZE;12;;12
25462;"Венок &quot;Красные ягоды&quot; ";https://site.com/upload/iblock/e33/e331785a86c90f5d0fde05d30b8b8302.jpg;1;551045.022.402;17;450;;225;Германия;Пластик;22,5см + 9см подвес;POSIWIO;6;;6
25481;"Декор подвесной &quot;Елки&quot; в ассортименте ";https://site.com/upload/iblock/92f/92f39f017fd23c5df8ecd88c9aa4bb26.jpg;1;2016577;1;1500;;750;Германия;Металл,пластик;30х6х32см;BOLTZE;2;;2
25783;"Декор подвесной &quot;Ангел&quot; ";https://site.com/upload/iblock/5b4/5b4a98e22c8c47703e509eef82988897.jpg;1;552249.020.123;23;450;;225;Германия;Дерево;10,5x20см + 11см подвес;POSIWIO;8;;8
25861;"Декор  &quot;Олень&quot; в ассортименте";https://site.com/upload/iblock/008/0080b28377f1f5b8073a6d456db06d18.jpg;1;570149.000.802;4;4350;;2175;Германия;Металл;16x5,5x43,5см + 81,5см штырь / 20,5x5,5x45,см + 70см штырь;POSIWIO;2;;2
25873;"Свеча светодиодная &quot;Скарлет&quot; ";https://site.com/upload/iblock/5ec/5ec9ed97e35995ab70cc200b8af6870d.jpg;1;1018704;59;940;;470;Германия;Воск;7х25см;BOLTZE;12;;12
26756;"Игрушка интерьерная &quot;Гном&quot; в ассортименте";https://site.com/upload/iblock/05c/05c76366a3353656bf27274839cfdf10.jpg;1;1016233;2;990;;495;Германия;Песок,хлопок,вкрил,полиэстр;12х10х30см;BOLTZE;12;;2
27037;"Декор &quot;Ангел&quot; в ассортименте ";https://site.com/upload/iblock/cfc/cfcd34675e15a2ed13c6548751aa310d.jpg;1;512146.000.302;30;650;;325;Германия;Поликерамика;6x5x11см;POSIWIO;6;;6
27913;"Набор из 3-х подвесных украшений &quot;Сердце&quot; ";https://site.com/upload/iblock/a4a/a4a3a91c35f55137616be1412d83c1c3.jpg;1;2012382;20;1100;;550;Германия;Металл;16х1х31см/18х1х41см/22х1х51см;BOLTZE;12;;1
29217;"Этажерка &quot;Звезда&quot; в ассортименте ";https://site.com/upload/iblock/847/847438e8f1074113b27a65fcc56b8378.jpg;1;2004270;24;1360;;680;Германия;Алюминий;16х21см;BOLTZE;1;;2
29598;"Набор из 2-х подсвечников &quot;Снежный лес&quot; в ассортименте ";https://site.com/upload/iblock/6ca/6cad1c6fbf2515f9244e58b1b7ebb007.jpg;1;2016786;33;1080;;540;Германия;Стекло;7х8см;BOLTZE;12;;3
29715;"Набор из 3-х подсвечников &quot;Олени в лесу&quot; ";https://site.com/upload/iblock/1ab/1aba1b8ce19fa7db43a985b7523b0eb0.jpg;1;2016916;6;5140;;2570;Германия;Стекло;9х20см/9х25см/9х30см;BOLTZE;1;;1
30565;"Крючок &quot;Рождество&quot; в ассортименте ";https://site.com/upload/iblock/1ee/1ee9804c7df133a232ea83d4daf1bf80.jpg;1;1998;63;350;;175;Германия;Металл;6,5x5х8см;HOFF Interieur;3;;3
31197;"Набор из 2-х подсвечников &quot;Шампань&quot; ";https://site.com/upload/iblock/181/181967df5bd2495ea1d5ab1d8c81ffc4.jpg;1;2012016;6;2780;;1390;Германия;Стекло;25см/30см;BOLTZE;1;;1
31276;"Декор &quot;Олень&quot; ";https://site.com/upload/iblock/a07/a070304a53ba58b4e69298ef2e719638.jpg;1;2012229;3;7940;;3970;Германия;Поликерамика;30х20х50см;BOLTZE;1;;1
31298;"Декор подвесной &quot;Снеговик&quot;";https://site.com/upload/iblock/0e9/0e9f7e87ba2cf96289280cbca85b1a4d.jpg;1;531227.000.829;24;250;;125;Германия;Дерево,Металл; 5x3,5x7,5см + 11см подвес;POSIWIO;12;;12
31736;"Подсвечник &quot;Антик&quot; в ассортименте";https://site.com/upload/iblock/6d8/6d83aab3943e7c7d7d099af0c47c16f4.jpg;1;1018563;4;1194;0;597;Германия;Стекло;9,5х20см;BOLTZE;1;;4
13684;"Часы &quot;Метрополь&quot; ";https://site.com/upload/iblock/867/86770abbd390b529ac75db20c3b3d6f5.jpg;1;2016660;2;8980;;4490;Германия;Дерево,металл,стекло,пластик;7х58см;BOLTZE;1;;1
18156;"Набор из 2-х полок &quot;Птичья клетка&quot;";https://site.com/upload/iblock/1e4/1e41a0a24e18818b8e24d10e44257894.jpg;1;2006099;1;19940;;9970;Германия;Металл,дерево; 38х30х80см/38х37х103см;BOLTZE;1;;1
